Credit_Limit,Sex,Education,Marital_Status,Age,Jan_Repay_Status,Jan_Statement,Feb_Repay_Status,Previous_Payment_Prior_Feb,Feb_Statement,Mar_Repay_Status,Previous_Payment_Prior_Mar,Mar_Statement,Apr_Repay_Status,Previous_Payment_Prior_Apr,Apr_Statement,May_Repay_Status,Previous_Payment_Prior_May,May_Statement,Jun_Repay_Status,Previous_Payment_Prior_Jun,Jun_Statement,Amount owed,Amount paid,Amount left,July_Payment_Status,Feb.Credit.Capacity,Mar.Credit.Capacity,Apr.Credit.Capacity,May.Credit.Capacity,Jun.Credit.Capacity,Overall.Credit.Capacity
6900,,1,1,44,1,1967,-1,1450,3730,7,459,2580,4,817,3474,12,1383,1779,8,3024,4357,13530,7133,6397,0,54.0579710145,37.3913043478,50.347826087,25.7826086957,63.1449275362,46.1449275362
5700,2,1,2,40,3,3650,5,3673,3916,12,337,4730,7,492,541,9,5387,5678,9,2229,2974,18515,12118,6397,0,68.701754386,82.9824561404,9.4912280702,99.6140350877,52.1754385965,62.5929824561
6000,2,2,2,24,0,1452,0,160,1322,0,125,1360,0,102,1404,0,134,1461,0,81,1454,6999,602,6397,0,22.0333333333,22.6666666667,23.4,24.35,24.2333333333,23.3366666667
4300,2,1,2,33,0,1234,0,240,1278,0,0,1482,2,320,1452,2,0,1712,2,200,1535,7158,760,6398,0,29.7209302326,34.4651162791,33.7674418605,39.8139534884,35.6976744186,34.6930232558
3300,1,2,1,43,0,1785,0,614,1349,0,60,1614,0,138,1552,0,66,1338,0,361,1266,7638,1239,6399,0,40.8787878788,48.9090909091,47.0303030303,40.5454545455,38.3636363636,43.1454545455
1900,1,2,1,41,0,1208,0,206,1936,0,24,2089,0,23,755,0,24,708,0,20,723,6696,297,6399,0,101.8947368421,109.9473684211,39.7368421053,37.2631578947,38.0526315789,65.3789473684
2000,2,1,2,25,0,1923,0,52,1974,0,40,1922,0,40,350,0,11,386,0,12,310,6555,155,6400,1,98.7,96.1,17.5,19.3,15.5,49.42
1900,2,3,3,21,1,2025,2,60,1167,0,44,1125,0,48,1151,0,52,1181,0,44,1208,6649,248,6401,0,61.4210526316,59.2105263158,60.5789473684,62.1578947368,63.5789473684,61.3894736842
1500,2,2,1,26,2,1158,2,0,1416,2,240,1368,2,0,1574,2,80,1405,0,200,1436,6921,520,6401,1,94.4,91.2,104.9333333333,93.6666666667,95.7333333333,95.9866666667
8100,2,2,1,41,0,1036,0,600,1343,0,800,1845,0,800,2549,0,600,3229,0,800,3734,10002,3600,6402,0,16.5802469136,22.7777777778,31.4691358025,39.8641975309,46.0987654321,31.3580246914
2500,2,2,2,50,0,2394,0,58,999,0,39,1040,0,195,1062,0,0,1239,2,40,1213,6734,332,6402,0,39.96,41.6,42.48,49.56,48.52,44.424
2400,2,2,1,42,0,1247,0,80,1306,0,80,1365,0,80,1410,0,60,1454,0,80,1485,6782,380,6402,0,54.4166666667,56.875,58.75,60.5833333333,61.875,58.5
2100,2,3,2,53,0,1923,0,67,1959,0,20,1895,0,20,381,0,14,379,0,11,372,6537,132,6405,0,93.2857142857,90.2380952381,18.1428571429,18.0476190476,17.7142857143,47.4857142857
4500,1,3,2,24,0,1764,0,100,1170,0,120,1218,0,80,1324,0,100,1389,0,60,1473,6865,460,6405,0,26,27.0666666667,29.4222222222,30.8666666667,32.7333333333,29.2177777778
2000,1,3,2,38,0,2028,0,61,2001,0,123,1478,0,828,1180,-1,27,786,0,26,803,7473,1065,6408,0,100.05,73.9,59,39.3,40.15,62.48
2000,1,2,1,47,0,1932,0,83,1921,0,122,1946,0,17,1076,0,480,435,0,200,635,7310,902,6408,0,96.05,97.3,53.8,21.75,31.75,60.13
3300,1,2,1,29,2,3268,0,0,3141,0,0,0,-2,0,0,-2,0,0,-2,0,0,6409,0,6409,1,95.1818181818,0,0,0,0,19.0363636364
2100,1,1,2,45,0,2036,0,60,1141,0,48,1170,0,48,1141,0,47,1164,0,40,1186,6652,243,6409,0,54.3333333333,55.7142857143,54.3333333333,55.4285714286,56.4761904762,55.2571428571
2900,2,3,1,40,1,2361,2,55,2296,0,60,875,0,40,541,0,40,572,0,40,568,6645,235,6410,0,79.1724137931,30.1724137931,18.6551724138,19.724137931,19.5862068966,33.4620689655
2100,1,2,2,26,0,1579,0,80,1511,0,257,1460,0,176,1340,0,41,1194,0,120,1126,7084,674,6410,0,71.9523809524,69.5238095238,63.8095238095,56.8571428571,53.619047619,63.1523809524
2500,2,1,2,23,0,1406,0,80,1431,0,60,1391,0,43,1286,0,40,1160,0,40,1137,6674,263,6411,0,57.24,55.64,51.44,46.4,45.48,51.24
5300,2,1,2,35,0,2672,0,120,1116,0,120,999,0,120,1106,0,200,1198,0,120,1097,7091,680,6411,0,21.0566037736,18.8490566038,20.8679245283,22.6037735849,20.6981132075,20.8150943396
4100,1,1,2,41,0,1258,0,63,1298,0,80,1340,0,57,1397,0,53,1431,0,53,1455,6724,306,6418,1,31.6585365854,32.6829268293,34.0731707317,34.9024390244,35.487804878,33.7609756098
2000,2,2,1,25,0,1427,0,0,1376,2,52,1231,0,172,1263,0,0,1408,2,60,1379,6705,284,6421,1,68.8,61.55,63.15,70.4,68.95,66.57
2400,1,1,2,24,0,1254,0,200,2031,0,80,2136,0,40,778,0,80,664,0,40,737,6863,440,6423,0,84.625,89,32.4166666667,27.6666666667,30.7083333333,52.8833333333
5900,2,2,1,37,0,1446,0,120,1447,0,120,1500,0,100,1323,0,80,1209,0,80,1262,6925,500,6425,0,24.5254237288,25.4237288136,22.4237288136,20.4915254237,21.3898305085,22.8508474576
1900,2,2,2,21,2,1272,2,112,1320,2,0,1397,3,52,1363,2,0,1387,2,148,1359,6739,312,6427,1,69.4736842105,73.5263157895,71.7368421053,73,71.5263157895,71.8526315789
2000,1,1,2,55,1,2084,2,87,2018,0,13,1706,0,13,399,0,15,389,0,40,398,6596,168,6428,0,100.9,85.3,19.95,19.45,19.9,49.1
1900,1,1,2,28,0,1860,0,100,1928,0,66,1980,0,40,826,-1,0,40,-1,0,0,6634,206,6428,0,101.4736842105,104.2105263158,43.4736842105,2.1052631579,0,50.2526315789
1900,2,2,1,39,0,1913,0,200,1826,0,400,1307,0,208,1030,0,0,1208,2,47,1116,7284,855,6429,0,96.1052631579,68.7894736842,54.2105263158,63.5789473684,58.7368421053,68.2842105263
3100,2,2,2,29,0,1869,0,80,1403,0,44,1312,0,40,1037,0,44,1057,0,40,1085,6678,248,6430,0,45.2580645161,42.3225806452,33.4516129032,34.0967741935,35,38.0258064516
3200,2,3,1,39,0,2163,0,400,2039,0,200,1166,0,120,1341,0,120,762,0,200,571,7471,1040,6431,0,63.71875,36.4375,41.90625,23.8125,17.84375,36.74375
1900,2,2,1,27,0,2024,0,58,2037,0,46,1734,0,16,405,0,14,385,0,20,393,6585,154,6431,1,107.2105263158,91.2631578947,21.3157894737,20.2631578947,20.6842105263,52.1473684211
3900,1,3,1,43,7,1353,6,2,1321,5,0,1292,4,0,1256,3,0,1218,2,5,1197,6440,7,6433,0,33.8717948718,33.1282051282,32.2051282051,31.2307692308,30.6923076923,32.2256410256
1900,2,3,1,42,2,1257,0,63,1297,0,132,1338,0,60,1448,2,60,1472,2,64,1503,6812,379,6433,1,68.2631578947,70.4210526316,76.2105263158,77.4736842105,79.1052631579,74.2947368421
2000,1,2,1,45,1,1985,2,122,1942,2,0,2007,2,80,512,0,200,510,0,120,692,6956,522,6434,1,97.1,100.35,25.6,25.5,34.6,56.63
8300,2,2,1,36,0,1486,0,80,1430,0,98,1369,0,54,1293,0,42,1213,0,80,1120,6791,354,6437,0,17.2289156627,16.4939759036,15.578313253,14.6144578313,13.4939759036,15.4819277108
1300,2,2,2,27,2,1453,2,88,1412,0,60,1471,0,80,1477,0,240,1332,0,240,1348,7145,708,6437,0,108.6153846154,113.1538461538,113.6153846154,102.4615384615,103.6923076923,108.3076923077
1900,2,1,2,22,0,1536,0,80,1450,0,80,1267,0,60,1274,0,121,1253,0,0,1305,6780,341,6439,0,76.3157894737,66.6842105263,67.0526315789,65.9473684211,68.6842105263,68.9368421053
5100,1,2,2,29,0,1945,0,0,2095,2,360,1250,0,498,1602,-1,92,498,-1,0,92,7390,950,6440,1,41.0784313725,24.5098039216,31.4117647059,9.7647058824,1.8039215686,21.7137254902
2100,2,3,1,27,2,451,0,70,1506,0,116,1540,0,0,1626,2,51,1589,0,33,1426,6712,270,6442,1,71.7142857143,73.3333333333,77.4285714286,75.6666666667,67.9047619048,73.2095238095
2100,1,3,1,46,0,2000,0,52,2015,0,28,983,0,27,844,0,26,759,0,25,723,6601,158,6443,1,95.9523809524,46.8095238095,40.1904761905,36.1428571429,34.4285714286,50.7047619048
14400,1,2,1,34,0,1263,0,62,1305,0,48,1344,0,48,1371,0,40,1398,0,40,1420,6681,238,6443,0,9.0625,9.3333333333,9.5208333333,9.7083333333,9.8611111111,9.4972222222
1900,2,2,2,32,0,1872,0,79,1851,0,45,1731,0,200,589,0,40,783,0,18,598,6826,382,6444,1,97.4210526316,91.1052631579,31,41.2105263158,31.4736842105,58.4421052632
2500,2,3,2,39,0,1424,0,70,1436,0,42,1450,0,43,1193,0,51,1187,0,39,1202,6690,245,6445,0,57.44,58,47.72,47.48,48.08,51.744
2000,1,3,1,49,1,1469,2,73,1433,0,53,1284,0,80,1303,0,54,1356,0,138,1388,6845,398,6447,0,71.65,64.2,65.15,67.8,69.4,67.64
20100,2,1,1,36,0,2191,0,67,2911,0,0,1951,2,765,641,-1,458,765,-1,722,458,8459,2012,6447,0,14.4825870647,9.7064676617,3.1890547264,3.8059701493,2.2786069652,6.6925373134
1900,2,2,1,40,1,1498,2,0,1541,2,80,1211,2,0,1236,2,80,1202,0,80,986,6688,240,6448,0,81.1052631579,63.7368421053,65.0526315789,63.2631578947,51.8947368421,65.0105263158
2000,2,2,1,54,0,1480,0,80,1477,0,60,1397,0,40,1275,0,80,1160,0,80,1176,6789,340,6449,1,73.85,69.85,63.75,58,58.8,64.85
2000,1,2,1,33,0,1914,0,66,1950,0,60,1597,0,80,1035,0,120,280,0,0,400,6776,326,6450,0,97.5,79.85,51.75,14,20,52.62
5900,2,2,1,45,0,2409,0,63,2073,0,58,1562,0,10,1038,0,516,516,-1,500,516,7598,1147,6451,0,35.1355932203,26.4745762712,17.593220339,8.7457627119,8.7457627119,19.3389830508
2000,1,3,2,30,2,2004,0,65,2013,0,40,1083,0,28,764,0,34,780,0,26,801,6644,193,6451,1,100.65,54.15,38.2,39,40.05,54.41
8100,2,2,1,29,0,1846,0,52,2397,0,80,1799,0,40,1234,0,653,633,-1,633,633,7909,1458,6451,0,29.5925925926,22.2098765432,15.2345679012,7.8148148148,7.8148148148,16.5333333333
2000,2,2,1,32,0,1959,0,60,1549,0,122,1078,0,39,1102,0,80,1108,0,43,1155,6796,344,6452,0,77.45,53.9,55.1,55.4,57.75,59.92
1100,1,2,2,32,0,1183,-1,93,1067,0,80,1109,0,102,2254,0,40,1154,0,0,521,6767,315,6452,0,97,100.8181818182,204.9090909091,104.9090909091,47.3636363636,111
2400,1,3,2,29,2,1234,2,0,1373,2,120,1340,0,120,1425,0,80,1521,0,120,1570,6893,440,6453,0,57.2083333333,55.8333333333,59.375,63.375,65.4166666667,60.2416666667
2100,2,3,1,34,0,1710,0,160,1790,0,40,1902,0,40,694,0,80,717,0,40,785,6813,360,6453,0,85.2380952381,90.5714285714,33.0476190476,34.1428571429,37.380952381,56.0761904762
1900,1,2,2,30,0,1942,0,52,1983,0,60,1100,0,0,817,2,35,799,0,40,742,6641,187,6454,1,104.3684210526,57.8947368421,43,42.0526315789,39.0526315789,57.2736842105
2400,2,3,1,27,1,1303,2,0,1390,2,120,1356,0,120,1441,0,120,1525,0,200,1613,7015,560,6455,0,57.9166666667,56.5,60.0416666667,63.5416666667,67.2083333333,61.0416666667
6800,1,2,1,59,12,3657,4,78,168,9,1601,2458,2,140,3423,3,456,1769,2,2745,4488,11475,5020,6455,1,2.4705882353,36.1470588235,50.3382352941,26.0147058824,66,36.1941176471
1700,2,2,2,27,0,1259,0,80,1307,0,80,1353,0,100,1398,2,0,1458,2,60,1421,6775,320,6455,0,76.8823529412,79.5882352941,82.2352941176,85.7647058824,83.5882352941,81.6117647059
2100,1,2,2,24,1,2045,2,93,1962,0,43,2178,0,8,390,0,360,398,0,12,374,6973,516,6457,0,93.4285714286,103.7142857143,18.5714285714,18.9523809524,17.8095238095,50.4952380952
2000,2,2,1,32,0,1864,0,60,1800,0,28,1738,0,68,603,0,28,661,0,25,672,6666,209,6457,0,90,86.9,30.15,33.05,33.6,54.74
1900,2,1,2,40,0,1847,0,67,1522,0,43,1154,0,36,1100,0,34,1054,0,40,995,6677,220,6457,0,80.1052631579,60.7368421053,57.8947368421,55.4736842105,52.3684210526,61.3157894737
3700,2,,3,45,0,3091,0,60,1068,0,24,843,0,40,817,0,40,813,0,10,545,6632,174,6458,0,28.8648648649,22.7837837838,22.0810810811,21.972972973,14.7297297297,22.0864864865
3300,2,3,1,45,0,1344,0,48,1381,0,0,1362,0,33,1329,0,15,1338,0,200,221,6754,296,6458,0,41.8484848485,41.2727272727,40.2727272727,40.5454545455,6.696969697,34.1272727273
3300,1,3,2,35,0,1201,0,80,1341,2,80,1386,2,80,1431,2,0,1483,2,144,1453,6842,384,6458,0,40.6363636364,42,43.3636363636,44.9393939394,44.0303030303,42.9939393939
14300,1,1,1,31,0,2204,0,70,2103,0,8,1837,0,1,353,0,96,137,-1,0,96,6634,175,6459,0,14.7062937063,12.8461538462,2.4685314685,0.958041958,0.6713286713,6.3300699301
2800,1,2,1,30,1,1318,2,140,1285,2,0,1404,2,120,1369,2,0,1467,2,120,1437,6843,380,6463,0,45.8928571429,50.1428571429,48.8928571429,52.3928571429,51.3214285714,49.7285714286
1900,2,3,2,21,0,1406,0,74,1375,0,80,1368,0,53,1355,0,151,1317,0,0,1382,6821,358,6463,1,72.3684210526,72,71.3157894737,69.3157894737,72.7368421053,71.5473684211
16900,2,1,1,46,1,1422,2,121,1373,0,74,1404,0,200,1321,0,80,1478,0,58,1491,6998,533,6465,0,8.124260355,8.3076923077,7.8165680473,8.7455621302,8.8224852071,8.3633136095
2400,2,1,2,30,0,2367,0,92,1573,0,68,1533,0,400,1146,0,48,1256,0,800,399,7875,1408,6467,0,65.5416666667,63.875,47.75,52.3333333333,16.625,49.225
2100,2,3,2,23,0,1375,0,80,1368,0,53,1355,0,151,1317,0,0,1382,2,46,1338,6797,330,6467,0,65.1428571429,64.5238095238,62.7142857143,65.8095238095,63.7142857143,64.380952381
9500,2,1,2,29,2,1315,0,200,1361,0,0,1530,2,160,1504,0,120,1637,0,400,1742,7347,880,6467,1,14.3263157895,16.1052631579,15.8315789474,17.2315789474,18.3368421053,16.3663157895
5500,2,2,2,29,0,1864,0,67,1432,0,37,1465,0,40,1134,0,5,724,0,0,269,6619,149,6470,0,26.0363636364,26.6363636364,20.6181818182,13.1636363636,4.8909090909,18.2690909091
2500,2,3,3,46,0,2125,0,0,2238,2,0,2178,2,836,-22,-1,16,805,0,0,800,7324,852,6472,0,89.52,87.12,-0.88,32.2,32,47.992
1900,1,2,2,34,1,1422,2,849,1269,2,1,2013,2,60,1712,0,601,1568,0,1,2006,7984,1512,6472,0,66.7894736842,105.9473684211,90.1052631579,82.5263157895,105.5789473684,90.1894736842
2700,2,3,1,52,0,1509,0,98,1550,0,96,1622,0,17,1580,0,17,464,0,20,473,6725,248,6477,0,57.4074074074,60.0740740741,58.5185185185,17.1851851852,17.5185185185,42.1407407407
1900,2,2,2,34,1,1313,2,62,1280,0,56,1321,0,200,1355,0,0,1526,3,0,1490,6795,318,6477,1,67.3684210526,69.5263157895,71.3157894737,80.3157894737,78.4210526316,73.3894736842
1300,2,3,1,46,2,1335,2,60,1382,2,0,1404,2,44,1314,0,47,1282,0,88,1250,6717,239,6478,1,106.3076923077,108,101.0769230769,98.6153846154,96.1538461538,102.0307692308
2100,2,2,2,23,0,1904,0,79,1629,0,27,1525,0,29,796,0,27,813,0,27,752,6667,189,6478,0,77.5714285714,72.619047619,37.9047619048,38.7142857143,35.8095238095,52.5238095238
2000,2,2,1,24,0,1622,0,60,1644,0,57,1135,0,40,1157,0,41,1165,0,47,1173,6723,245,6478,0,82.2,56.75,57.85,58.25,58.65,62.74
3200,1,2,2,30,0,3193,0,0,3286,0,0,0,-2,0,0,-2,0,0,-2,0,0,6479,0,6479,0,102.6875,0,0,0,0,20.5375
5600,1,4,3,70,10,4256,3,128,326,11,1519,3001,1,450,1379,9,2065,3262,2,1581,2448,12224,5743,6481,0,5.8214285714,53.5892857143,24.625,58.25,43.7142857143,37.2
8000,2,1,2,35,0,551,-1,600,1563,0,65,1790,0,83,1823,0,40,1624,0,81,286,7351,869,6482,0,19.5375,22.375,22.7875,20.3,3.575,17.715
8300,1,2,2,25,0,3627,0,68,774,0,80,755,0,80,810,0,80,864,0,40,921,6830,348,6482,0,9.3253012048,9.0963855422,9.7590361446,10.4096385542,11.0963855422,9.9373493976
1500,2,3,2,51,0,1278,0,80,1337,0,64,1395,0,60,1424,0,80,1461,0,128,1517,6895,412,6483,0,89.1333333333,93,94.9333333333,97.4,101.1333333333,95.12
17900,2,1,2,30,0,1850,0,52,1295,0,80,1239,0,40,1178,0,80,1200,0,26,804,6762,278,6484,1,7.2346368715,6.9217877095,6.5810055866,6.7039106145,4.4916201117,6.3865921788
2700,2,2,1,32,0,1543,0,60,1756,0,80,1352,0,40,1040,0,39,1051,0,39,1072,6742,258,6484,0,65.037037037,50.0740740741,38.5185185185,38.9259259259,39.7037037037,46.4518518519
3200,2,3,1,24,0,1872,0,56,1334,0,200,1315,0,52,1177,0,56,1205,0,52,1220,6903,416,6487,0,41.6875,41.09375,36.78125,37.65625,38.125,39.06875
1900,1,3,2,50,2,2051,2,60,1948,0,69,1305,0,0,753,0,15,632,0,58,631,6689,202,6487,1,102.5263157895,68.6842105263,39.6315789474,33.2631578947,33.2105263158,55.4631578947
2400,2,3,2,29,-1,16,-1,80,1756,0,63,1792,0,53,1719,0,60,1540,0,80,1562,6823,336,6487,0,73.1666666667,74.6666666667,71.625,64.1666666667,65.0833333333,69.7416666667
1700,1,2,1,37,2,1326,2,80,1345,2,0,1391,2,140,1357,2,179,1468,2,0,1616,6887,399,6488,1,79.1176470588,81.8235294118,79.8235294118,86.3529411765,95.0588235294,84.4352941176
8400,1,2,1,31,0,1316,0,74,1331,0,48,1367,0,50,1366,0,50,1378,0,48,1389,6758,270,6488,1,15.8452380952,16.2738095238,16.2619047619,16.4047619048,16.5357142857,16.2642857143
2900,2,2,2,26,-2,2556,-2,80,2125,-2,40,1803,-1,1234,273,-1,39,1160,0,35,1162,7917,1428,6489,0,73.275862069,62.1724137931,9.4137931034,40,40.0689655172,44.9862068966
2100,2,2,2,27,0,1935,0,56,1585,0,36,1097,0,40,1022,0,40,1046,0,24,1067,6685,196,6489,0,75.4761904762,52.2380952381,48.6666666667,49.8095238095,50.8095238095,55.4
1900,1,3,1,37,0,1252,0,80,1339,0,80,1385,0,80,1429,0,80,1486,0,80,1535,6891,400,6491,0,70.4736842105,72.8947368421,75.2105263158,78.2105263158,80.7894736842,75.5157894737
2700,2,1,2,25,0,1684,0,82,1423,0,80,1311,0,42,1191,0,42,1171,0,43,1176,6780,289,6491,0,52.7037037037,48.5555555556,44.1111111111,43.3703703704,43.5555555556,46.4592592593
2100,2,2,1,40,0,1895,0,100,1901,0,238,1707,0,120,947,0,280,803,0,24,811,7253,762,6491,1,90.5238095238,81.2857142857,45.0952380952,38.2380952381,38.619047619,58.7523809524
2100,1,2,1,33,0,2017,0,60,1825,0,40,1344,0,40,769,0,40,757,0,40,784,6712,220,6492,0,86.9047619048,64,36.619047619,36.0476190476,37.3333333333,52.180952381
2300,1,2,2,28,0,1607,0,80,1491,0,44,1208,0,120,1232,0,54,1333,0,80,1328,6871,378,6493,0,64.8260869565,52.5217391304,53.5652173913,57.9565217391,57.7391304348,57.3217391304
12000,2,1,2,25,0,1402,0,60,1407,0,216,1253,0,159,1436,0,91,1559,0,36,1611,7057,562,6495,0,11.725,10.4416666667,11.9666666667,12.9916666667,13.425,12.11
1900,2,2,2,21,0,1544,0,70,1467,0,42,1353,0,42,1215,0,41,1154,0,42,1161,6733,237,6496,0,77.2105263158,71.2105263158,63.9473684211,60.7368421053,61.1052631579,66.8421052632
4500,1,2,1,39,0,1242,0,0,1359,2,63,1326,0,54,1366,0,76,1398,0,0,1447,6691,193,6498,0,30.2,29.4666666667,30.3555555556,31.0666666667,32.1555555556,30.6488888889
2000,2,2,2,25,0,1989,0,53,1962,0,20,1970,0,12,350,0,20,352,0,20,367,6623,125,6498,0,98.1,98.5,17.5,17.6,18.35,50.01
2000,1,1,2,35,0,1340,0,0,1470,2,60,1435,0,12,1460,0,0,871,2,6,69,6576,78,6498,0,73.5,71.75,73,43.55,3.45,53.05
2700,1,3,1,44,0,1272,0,80,1311,0,80,1370,0,600,1427,0,120,2002,6,0,2066,7382,880,6502,1,48.5555555556,50.7407407407,52.8518518519,74.1481481481,76.5185185185,60.562962963
2100,2,3,2,49,2,1289,2,80,1335,2,80,1382,2,0,1428,2,80,1393,0,80,1450,6827,320,6507,0,63.5714285714,65.8095238095,68,66.3333333333,69.0476190476,66.5523809524
1600,2,2,2,25,2,1333,2,0,1363,2,50,1330,0,52,1358,0,51,1388,0,112,1416,6772,265,6507,1,85.1875,83.125,84.875,86.75,88.5,85.6875
1900,1,2,2,34,0,1953,0,920,2032,0,34,1985,0,40,795,0,40,817,0,40,782,7582,1074,6508,0,106.9473684211,104.4736842105,41.8421052632,43,41.1578947368,67.4842105263
17300,2,1,2,33,0,1432,0,400,1476,0,80,1794,0,200,1569,0,80,1280,0,281,776,7551,1041,6510,0,8.5317919075,10.3699421965,9.0693641618,7.3988439306,4.4855491329,7.9710982659
4100,2,3,1,52,0,1474,0,55,1511,0,39,1316,0,41,1195,0,39,1220,0,32,1141,6716,206,6510,0,36.8536585366,32.0975609756,29.1463414634,29.756097561,27.8292682927,31.1365853659
8100,2,2,2,32,0,1233,0,120,1373,0,120,1469,0,160,1470,0,120,1606,0,120,1698,7151,640,6511,0,16.950617284,18.1358024691,18.1481481481,19.8271604938,20.962962963,18.8049382716
2100,1,3,1,44,0,1914,0,92,1970,0,13,2015,0,14,376,0,14,384,0,14,392,6659,147,6512,0,93.8095238095,95.9523809524,17.9047619048,18.2857142857,18.6666666667,48.9238095238
1900,2,1,2,25,0,1610,0,120,1667,0,240,1668,0,40,1312,0,60,744,0,28,792,7001,488,6513,0,87.7368421053,87.7894736842,69.0526315789,39.1578947368,41.6842105263,65.0842105263
2100,2,3,3,44,0,1793,0,82,1840,0,80,1887,0,12,1006,0,8,189,0,20,194,6715,202,6513,0,87.619047619,89.8571428571,47.9047619048,9,9.2380952381,48.7238095238
2100,1,2,2,20,0,1982,0,53,1701,0,27,1418,0,28,791,0,32,797,0,35,792,6689,175,6514,0,81,67.5238095238,37.6666666667,37.9523809524,37.7142857143,52.3714285714
1300,2,2,1,26,0,2105,0,65,1110,0,36,1152,0,55,1163,0,31,1205,0,34,358,6735,221,6514,0,85.3846153846,88.6153846154,89.4615384615,92.6923076923,27.5384615385,76.7384615385
2100,2,1,2,25,0,1584,0,200,1616,0,200,1468,0,200,1339,0,200,1508,0,200,1603,7515,1000,6515,0,76.9523809524,69.9047619048,63.7619047619,71.8095238095,76.3333333333,71.7523809524
7100,1,4,3,82,1,2165,6,174,277,5,322,784,5,3038,6906,6,2003,2503,6,581,6503,12635,6118,6517,1,3.9014084507,11.0422535211,97.2676056338,35.2535211268,91.5915492958,47.8112676056
2100,1,2,2,42,0,1891,0,80,1901,0,100,1863,0,20,681,0,20,423,0,20,379,6759,240,6519,0,90.5238095238,88.7142857143,32.4285714286,20.1428571429,18.0476190476,49.9714285714
14500,2,3,1,38,0,1781,0,202,1851,0,326,1517,0,403,1460,0,81,1269,0,347,194,7878,1359,6519,0,12.7655172414,10.4620689655,10.0689655172,8.7517241379,1.3379310345,8.6772413793
2500,2,2,1,26,2,1388,3,0,1355,2,116,1322,2,0,1411,2,48,1264,0,56,1289,6740,220,6520,1,54.2,52.88,56.44,50.56,51.56,53.128
8400,2,3,1,34,0,1263,0,80,1310,0,80,1356,0,120,1401,0,0,1499,2,29,1469,6829,309,6520,0,15.5952380952,16.1428571429,16.6785714286,17.8452380952,17.4880952381,16.75
2000,2,2,2,29,0,1801,0,54,1760,0,27,1579,0,34,795,0,35,776,0,40,792,6711,190,6521,0,88,78.95,39.75,38.8,39.6,57.02
2000,2,1,1,29,0,2019,0,48,2001,0,40,1976,0,80,411,0,40,384,0,60,335,6791,268,6523,0,100.05,98.8,20.55,19.2,16.75,51.07
8400,1,1,1,37,0,3263,0,63,3311,0,12,26,-2,0,25,-2,20,12,-2,19,19,6637,114,6523,0,39.4166666667,0.3095238095,0.2976190476,0.1428571429,0.2261904762,8.0785714286
2100,2,3,1,42,0,1936,0,89,1978,0,14,2005,0,20,389,0,24,382,0,20,394,6690,167,6523,0,94.1904761905,95.4761904762,18.5238095238,18.1904761905,18.7619047619,49.0285714286
2100,2,1,2,24,0,1978,0,80,1971,0,40,2003,0,20,404,0,40,368,0,20,403,6724,200,6524,0,93.8571428571,95.380952381,19.2380952381,17.5238095238,19.1904761905,49.0380952381
7200,1,,2,27,1,3690,-2,40,2575,-2,14,221,-2,40,64,-2,16,104,-1,16,16,6654,126,6528,0,35.7638888889,3.0694444444,0.8888888889,1.4444444444,0.2222222222,8.2777777778
1300,2,2,2,24,2,1362,2,72,1322,2,394,1340,2,0,1677,2,47,1546,2,205,1414,7247,718,6529,0,101.6923076923,103.0769230769,129,118.9230769231,108.7692307692,112.2923076923
1200,2,1,2,32,0,1114,0,60,1180,0,24,1168,0,24,1176,0,0,2000,0,0,0,6638,108,6530,0,98.3333333333,97.3333333333,98,166.6666666667,0,92.0666666667
2900,2,2,2,50,1,1541,2,95,1504,0,207,1575,0,0,1745,2,51,610,0,92,651,6975,445,6530,0,51.8620689655,54.3103448276,60.1724137931,21.0344827586,22.4482758621,41.9655172414
2000,2,2,2,23,0,1796,0,201,1757,0,160,1462,0,80,1307,0,80,810,0,80,799,7132,601,6531,0,87.85,73.1,65.35,40.5,39.95,61.35
10000,2,2,1,45,0,1899,0,160,1642,0,120,1429,0,120,1180,0,80,941,0,80,673,7091,560,6531,0,16.42,14.29,11.8,9.41,6.73,11.73
12000,2,2,2,41,0,1442,0,88,1482,0,99,1534,0,138,1585,0,0,864,2,50,19,6907,375,6532,0,12.35,12.7833333333,13.2083333333,7.2,0.1583333333,9.14
8100,1,4,1,42,0,1543,0,59,1530,0,78,1290,0,60,1215,0,0,1236,0,84,0,6814,281,6533,0,18.8888888889,15.9259259259,15,15.2592592593,0,13.0148148148
12000,1,1,1,42,1,1306,2,0,1337,2,116,1304,2,52,1398,2,64,1421,2,0,1456,6766,232,6534,0,11.1416666667,10.8666666667,11.65,11.8416666667,12.1333333333,11.5266666667
2000,1,2,2,28,0,1882,0,114,1915,0,51,1637,0,24,664,0,25,677,0,25,691,6775,239,6536,0,95.75,81.85,33.2,33.85,34.55,55.84
2000,2,3,2,23,0,1899,0,52,1919,0,27,1340,0,28,769,0,29,773,0,27,789,6700,163,6537,0,95.95,67,38.45,38.65,39.45,55.9
2000,2,3,2,22,0,1899,0,52,1919,0,27,1340,0,28,769,0,29,773,0,27,789,6700,163,6537,0,95.95,67,38.45,38.65,39.45,55.9
3200,1,2,2,26,0,1271,0,80,1330,0,80,1388,0,120,1445,0,72,1535,0,80,1575,6969,432,6537,1,41.5625,43.375,45.15625,47.96875,49.21875,45.45625
